user_id,email,gender,age,country,credit_card,membership,register_date,last_updated
u1092,u1092@gmail.com,F,23,Saudi,FALSE,FALSE,26:00.0,59:42.2
u1093,u1093@gmail.com,F,29,Saudi,FALSE,FALSE,36:00.0,59:42.2
u1094,u1094@gmail.com,F,52,Vietnam,TRUE,FALSE,46:00.0,59:42.2
u1095,u1095@gmail.com,F,63,U.S.A,TRUE,FALSE,43:00.0,59:42.2
u1096,u1096@gmail.com,F,52,U.S.A,FALSE,FALSE,14:00.0,59:42.2
u1097,u1097@gmail.com,F,25,Saudi,TRUE,FALSE,27:00.0,59:42.2
u1098,u1098@gmail.com,M,40,China,FALSE,FALSE,47:00.0,59:42.2
u1099,u1099@gmail.com,M,43,U.S.A,TRUE,TRUE,16:00.0,59:42.2
u1100,u1100@gmail.com,M,31,China,TRUE,FALSE,47:00.0,59:42.2
u1101,u1101@gmail.com,F,50,HongKong/HK,TRUE,FALSE,27:00.0,59:42.2
u1102,u1102@gmail.com,F,39,China,TRUE,FALSE,55:00.0,59:42.3
u1103,u1103@gmail.com,F,46,China,TRUE,FALSE,25:00.0,59:42.3
u1104,u1104@gmail.com,F,46,China,TRUE,FALSE,39:00.0,59:42.3
u1105,u1105@gmail.com,F,41,Saudi,FALSE,FALSE,13:00.0,59:42.3
u1106,u1106@gmail.com,F,46,China,TRUE,TRUE,55:00.0,59:42.3
u1107,u1107@gmail.com,F,54,China,TRUE,FALSE,20:00.0,59:42.3
u1108,u1108@gmail.com,F,42,U.S.A,TRUE,FALSE,36:00.0,59:42.3
u1109,u1109@gmail.com,F,33,China,TRUE,FALSE,36:00.0,59:42.3
u1110,u1110@gmail.com,F,44,China,TRUE,FALSE,18:00.0,59:42.3
u1111,u1111@gmail.com,F,55,China,TRUE,FALSE,54:00.0,59:42.3
u1112,u1112@gmail.com,F,47,China,TRUE,FALSE,41:00.0,59:42.3
u1113,u1113@gmail.com,F,44,U.S.A,TRUE,FALSE,38:00.0,59:42.3
u1114,u1114@gmail.com,F,30,U.S.A,TRUE,FALSE,41:00.0,59:42.3
u1115,u1115@gmail.com,F,29,Vietnam,FALSE,FALSE,31:00.0,59:42.3
u1116,u1116@gmail.com,F,36,China,TRUE,FALSE,15:00.0,59:42.3
u1117,u1117@gmail.com,F,48,China,TRUE,TRUE,36:00.0,59:42.3
u1118,u1118@gmail.com,F,42,HongKong/HK,TRUE,FALSE,50:00.0,59:42.3
u1119,u1119@gmail.com,F,33,U.S.A,TRUE,FALSE,26:00.0,59:42.3
u1120,u1120@gmail.com,F,30,U.S.A,TRUE,FALSE,13:00.0,59:42.3
u1121,u1121@gmail.com,F,38,Vietnam,TRUE,FALSE,44:00.0,59:42.3
u1122,u1122@gmail.com,F,46,China,TRUE,FALSE,51:00.0,59:42.3
u1123,u1123@gmail.com,F,42,Saudi,TRUE,FALSE,58:00.0,59:42.4
u1124,u1124@gmail.com,F,43,China,TRUE,FALSE,33:00.0,59:42.4
u1125,u1125@gmail.com,F,36,China,TRUE,FALSE,53:00.0,59:42.4
u1126,u1126@gmail.com,F,43,U.S.A,TRUE,FALSE,39:00.0,59:42.4
u1127,u1127@gmail.com,F,41,U.S.A,TRUE,FALSE,26:00.0,59:42.4
u1128,u1128@gmail.com,F,32,U.S.A,FALSE,TRUE,28:00.0,59:42.4
u1129,u1129@gmail.com,F,53,China,TRUE,FALSE,34:00.0,59:42.4
u1130,u1130@gmail.com,F,57,Iran/Qatar,TRUE,TRUE,49:00.0,59:42.4
u1131,u1131@gmail.com,F,34,Vietnam,FALSE,FALSE,23:00.0,59:42.4
u1132,u1132@gmail.com,F,52,U.S.A,TRUE,FALSE,39:00.0,59:42.4
u1133,u1133@gmail.com,F,45,HongKong/HK,TRUE,FALSE,23:00.0,59:42.4
u1134,u1134@gmail.com,F,33,U.S.A,TRUE,FALSE,20:00.0,59:42.4
u1135,u1135@gmail.com,F,49,U.S.A,FALSE,TRUE,52:00.0,59:42.4
u1136,u1136@gmail.com,F,40,China,TRUE,FALSE,30:00.0,59:42.4
u1137,u1137@gmail.com,F,33,China,TRUE,TRUE,40:00.0,59:42.4
u1138,u1138@gmail.com,M,50,U.S.A,FALSE,FALSE,55:00.0,59:42.4
u1139,u1139@gmail.com,F,47,China,TRUE,FALSE,26:00.0,59:42.4
u1140,u1140@gmail.com,F,51,Saudi,TRUE,TRUE,29:00.0,59:42.4
u1141,u1141@gmail.com,F,40,Vietnam,TRUE,TRUE,17:00.0,59:42.4
u1142,u1142@gmail.com,F,28,U.S.A,FALSE,FALSE,13:00.0,59:42.4
u1143,u1143@gmail.com,F,27,U.S.A,FALSE,FALSE,28:00.0,59:42.4
u1144,u1144@gmail.com,F,46,Saudi,TRUE,FALSE,59:00.0,59:42.4
u1145,u1145@gmail.com,F,52,U.S.A,TRUE,FALSE,15:00.0,59:42.5
u1146,u1146@gmail.com,F,47,China,TRUE,FALSE,53:00.0,59:42.5
u1147,u1147@gmail.com,F,30,Saudi,TRUE,FALSE,24:00.0,59:42.5
u1148,u1148@gmail.com,F,47,Vietnam,FALSE,TRUE,55:00.0,59:42.5
u1149,u1149@gmail.com,F,54,U.S.A,TRUE,FALSE,23:00.0,59:42.5
u1150,u1150@gmail.com,F,28,Vietnam,TRUE,FALSE,36:00.0,59:42.5
u1151,u1151@gmail.com,F,35,China,TRUE,FALSE,35:00.0,59:42.5
u1152,u1152@gmail.com,F,31,China,TRUE,FALSE,33:00.0,59:42.5
u1153,u1153@gmail.com,F,31,Vietnam,TRUE,FALSE,57:00.0,59:42.5
u1154,u1154@gmail.com,F,25,China,FALSE,FALSE,28:00.0,59:42.5
u1155,u1155@gmail.com,F,40,China,FALSE,TRUE,45:00.0,59:42.5
u1156,u1156@gmail.com,F,49,U.S.A,TRUE,FALSE,29:00.0,59:42.5
u1157,u1157@gmail.com,F,48,China,TRUE,FALSE,15:00.0,59:42.5
u1158,u1158@gmail.com,F,44,U.S.A,TRUE,FALSE,58:00.0,59:42.5
u1159,u1159@gmail.com,F,13,U.S.A,FALSE,FALSE,53:00.0,59:42.5
u1160,u1160@gmail.com,F,39,U.S.A,TRUE,TRUE,36:00.0,59:42.5
u1161,u1161@gmail.com,F,51,Iran/Qatar,FALSE,FALSE,18:00.0,59:42.5
u1162,u1162@gmail.com,F,34,Vietnam,TRUE,TRUE,56:00.0,59:42.5
u1163,u1163@gmail.com,F,45,U.S.A,TRUE,FALSE,42:00.0,59:42.5
u1164,u1164@gmail.com,F,39,U.S.A,FALSE,TRUE,24:00.0,59:42.5
u1165,u1165@gmail.com,F,34,China,TRUE,FALSE,46:00.0,59:42.6
u1166,u1166@gmail.com,F,52,HongKong/HK,TRUE,TRUE,59:00.0,59:42.6
u1167,u1167@gmail.com,F,49,China,FALSE,FALSE,44:00.0,59:42.6
u1168,u1168@gmail.com,F,33,China,FALSE,TRUE,45:00.0,59:42.6
u1169,u1169@gmail.com,F,39,U.S.A,TRUE,FALSE,58:00.0,59:42.6
u1170,u1170@gmail.com,F,47,China,TRUE,FALSE,52:00.0,59:42.6
u1171,u1171@gmail.com,F,24,Vietnam,TRUE,FALSE,17:00.0,59:42.6
u1172,u1172@gmail.com,M,65,U.S.A,TRUE,FALSE,13:00.0,59:42.6
u1173,u1173@gmail.com,F,42,China,FALSE,FALSE,29:00.0,59:42.6
u1174,u1174@gmail.com,F,47,HongKong/HK,TRUE,FALSE,46:00.0,59:42.6
u1175,u1175@gmail.com,F,42,Vietnam,FALSE,FALSE,56:00.0,59:42.6
u1176,u1176@gmail.com,F,37,HongKong/HK,TRUE,FALSE,46:00.0,59:42.6
u1177,u1177@gmail.com,F,38,China,TRUE,FALSE,26:00.0,59:42.6
u1178,u1178@gmail.com,F,41,U.S.A,TRUE,FALSE,29:00.0,59:42.6
u1179,u1179@gmail.com,F,50,Vietnam,TRUE,FALSE,49:00.0,59:42.6
u1180,u1180@gmail.com,F,38,U.S.A,TRUE,FALSE,39:00.0,59:42.6
u1181,u1181@gmail.com,M,39,U.S.A,TRUE,FALSE,37:00.0,59:42.6
u1182,u1182@gmail.com,F,30,China,TRUE,FALSE,35:00.0,59:42.6
u1183,u1183@gmail.com,M,38,U.S.A,TRUE,FALSE,26:00.0,59:42.6
u1184,u1184@gmail.com,F,38,China,FALSE,FALSE,13:00.0,59:42.6
u1185,u1185@gmail.com,F,44,Iran/Qatar,FALSE,FALSE,39:00.0,59:42.6
u1186,u1186@gmail.com,F,31,U.S.A,FALSE,FALSE,26:00.0,59:42.6
u1187,u1187@gmail.com,M,62,China,TRUE,FALSE,53:00.0,59:42.7
u1188,u1188@gmail.com,F,48,HongKong/HK,TRUE,FALSE,54:00.0,59:42.7
u1189,u1189@gmail.com,F,47,China,TRUE,FALSE,43:00.0,59:42.7
u1190,u1190@gmail.com,F,38,Vietnam,TRUE,FALSE,47:00.0,59:42.7
u1191,u1191@gmail.com,F,41,Saudi,TRUE,FALSE,34:00.0,59:42.7
u1192,u1192@gmail.com,F,35,U.S.A,TRUE,FALSE,17:00.0,59:42.7
u1193,u1193@gmail.com,F,62,U.S.A,FALSE,FALSE,41:00.0,59:42.7
u1194,u1194@gmail.com,F,24,U.S.A,TRUE,FALSE,34:00.0,59:42.7
u1195,u1195@gmail.com,F,31,Saudi,FALSE,FALSE,32:00.0,59:42.7
u1196,u1196@gmail.com,F,33,HongKong/HK,TRUE,TRUE,28:00.0,59:42.7
u1197,u1197@gmail.com,F,38,HongKong/HK,FALSE,FALSE,33:00.0,59:42.7
u1198,u1198@gmail.com,F,48,U.S.A,TRUE,FALSE,56:00.0,59:42.7
u1199,u1199@gmail.com,F,37,Iran/Qatar,TRUE,TRUE,48:00.0,59:42.7
u1200,u1200@gmail.com,F,32,HongKong/HK,FALSE,FALSE,42:00.0,59:42.7
u1201,u1201@gmail.com,F,44,U.S.A,TRUE,FALSE,40:00.0,59:42.7
u1202,u1202@gmail.com,F,37,China,FALSE,FALSE,18:00.0,59:42.7
u1203,u1203@gmail.com,F,40,HongKong/HK,TRUE,FALSE,45:00.0,59:42.7
u1204,u1204@gmail.com,F,52,U.S.A,FALSE,FALSE,52:00.0,59:42.7
u1205,u1205@gmail.com,F,48,China,TRUE,FALSE,25:00.0,59:42.7
u1206,u1206@gmail.com,F,36,HongKong/HK,FALSE,FALSE,29:00.0,59:42.7
u1207,u1207@gmail.com,F,26,HongKong/HK,FALSE,FALSE,19:00.0,59:42.7
u1208,u1208@gmail.com,F,51,U.S.A,TRUE,FALSE,32:00.0,59:42.8
u1209,u1209@gmail.com,F,53,Saudi,TRUE,FALSE,53:00.0,59:42.8
u1210,u1210@gmail.com,F,41,U.S.A,TRUE,FALSE,23:00.0,59:42.8
u1211,u1211@gmail.com,F,33,China,TRUE,FALSE,36:00.0,59:42.8
u1212,u1212@gmail.com,F,43,China,TRUE,FALSE,59:00.0,59:42.8
u1213,u1213@gmail.com,F,36,China,FALSE,FALSE,28:00.0,59:42.8
u1214,u1214@gmail.com,F,36,HongKong/HK,FALSE,FALSE,45:00.0,59:42.8
u1215,u1215@gmail.com,F,30,Saudi,TRUE,FALSE,33:00.0,59:42.8
u1216,u1216@gmail.com,F,36,HongKong/HK,TRUE,FALSE,42:00.0,59:42.8
u1217,u1217@gmail.com,F,32,Vietnam,FALSE,FALSE,19:00.0,59:42.8
u1218,u1218@gmail.com,F,27,China,TRUE,FALSE,33:00.0,59:42.8
u1219,u1219@gmail.com,F,38,U.S.A,TRUE,FALSE,34:00.0,59:42.8
u1220,u1220@gmail.com,F,22,Vietnam,FALSE,FALSE,41:00.0,59:42.8
u1221,u1221@gmail.com,F,30,China,TRUE,TRUE,25:00.0,59:42.8
u1222,u1222@gmail.com,F,26,HongKong/HK,FALSE,FALSE,14:00.0,59:42.8
u1223,u1223@gmail.com,F,43,China,FALSE,FALSE,46:00.0,59:42.8
u1224,u1224@gmail.com,F,20,China,FALSE,FALSE,51:00.0,59:42.8
u1225,u1225@gmail.com,F,34,Saudi,TRUE,FALSE,48:00.0,59:42.8
u1226,u1226@gmail.com,F,52,U.S.A,FALSE,FALSE,41:00.0,59:42.8
u1227,u1227@gmail.com,F,34,China,TRUE,FALSE,35:00.0,59:42.8
u1228,u1228@gmail.com,F,33,U.S.A,FALSE,FALSE,34:00.0,59:42.8
u1229,u1229@gmail.com,F,34,U.S.A,FALSE,TRUE,42:00.0,59:42.9
u1230,u1230@gmail.com,F,42,HongKong/HK,FALSE,FALSE,29:00.0,59:42.9
u1231,u1231@gmail.com,F,45,Vietnam,TRUE,FALSE,24:00.0,59:42.9
u1232,u1232@gmail.com,F,45,China,TRUE,FALSE,59:00.0,59:42.9
u1233,u1233@gmail.com,F,45,China,TRUE,FALSE,25:00.0,59:42.9
u1234,u1234@gmail.com,F,51,China,FALSE,FALSE,57:00.0,59:42.9
u1235,u1235@gmail.com,F,39,Saudi,FALSE,FALSE,42:00.0,59:42.9
u1236,u1236@gmail.com,F,45,Vietnam,TRUE,FALSE,44:00.0,59:42.9
u1237,u1237@gmail.com,F,28,HongKong/HK,TRUE,FALSE,24:00.0,59:42.9
u1238,u1238@gmail.com,F,41,China,TRUE,FALSE,50:00.0,59:42.9
u1239,u1239@gmail.com,F,40,Iran/Qatar,TRUE,FALSE,48:00.0,59:42.9
u1240,u1240@gmail.com,F,39,China,TRUE,FALSE,46:00.0,59:42.9
u1241,u1241@gmail.com,F,37,Vietnam,TRUE,FALSE,28:00.0,59:42.9
u1242,u1242@gmail.com,F,33,HongKong/HK,TRUE,FALSE,42:00.0,59:42.9
u1243,u1243@gmail.com,F,54,U.S.A,TRUE,FALSE,47:00.0,59:42.9
u1244,u1244@gmail.com,F,42,China,TRUE,FALSE,20:00.0,59:42.9
u1245,u1245@gmail.com,F,29,China,TRUE,FALSE,59:00.0,59:42.9
u1246,u1246@gmail.com,F,44,Saudi,FALSE,FALSE,30:00.0,59:42.9
u1247,u1247@gmail.com,F,59,Vietnam,TRUE,FALSE,43:00.0,59:42.9
u1248,u1248@gmail.com,F,47,Iran/Qatar,FALSE,FALSE,39:00.0,59:42.9
u1249,u1249@gmail.com,F,31,China,FALSE,FALSE,23:00.0,59:42.9
u1250,u1250@gmail.com,F,41,HongKong/HK,TRUE,FALSE,27:00.0,59:43.0
u1251,u1251@gmail.com,M,46,China,FALSE,FALSE,37:00.0,59:43.0
u1252,u1252@gmail.com,F,29,Iran/Qatar,TRUE,FALSE,42:00.0,59:43.0
u1253,u1253@gmail.com,M,45,HongKong/HK,TRUE,FALSE,38:00.0,59:43.0
u1254,u1254@gmail.com,F,40,HongKong/HK,FALSE,FALSE,18:00.0,59:43.0
u1255,u1255@gmail.com,F,40,China,TRUE,FALSE,14:00.0,59:43.0
u1256,u1256@gmail.com,F,48,HongKong/HK,TRUE,FALSE,47:00.0,59:43.0
u1257,u1257@gmail.com,F,41,Saudi,FALSE,FALSE,42:00.0,59:43.0
u1258,u1258@gmail.com,F,52,U.S.A,TRUE,FALSE,15:00.0,59:43.0
u1259,u1259@gmail.com,F,17,HongKong/HK,TRUE,FALSE,43:00.0,59:43.0
u1260,u1260@gmail.com,F,21,Vietnam,TRUE,FALSE,48:00.0,59:43.0
u1261,u1261@gmail.com,F,33,Vietnam,FALSE,FALSE,39:00.0,59:43.0
u1262,u1262@gmail.com,F,60,HongKong/HK,TRUE,TRUE,58:00.0,59:43.0
u1263,u1263@gmail.com,F,43,U.S.A,TRUE,FALSE,41:00.0,59:43.0
u1264,u1264@gmail.com,F,39,HongKong/HK,FALSE,FALSE,30:00.0,59:43.0
u1265,u1265@gmail.com,F,33,Saudi,TRUE,FALSE,41:00.0,59:43.0
u1266,u1266@gmail.com,F,39,Saudi,FALSE,FALSE,28:00.0,59:43.0
u1267,u1267@gmail.com,F,43,HongKong/HK,TRUE,FALSE,54:00.0,59:43.0
u1268,u1268@gmail.com,F,43,Saudi,FALSE,FALSE,48:00.0,59:43.0
u1269,u1269@gmail.com,F,23,China,TRUE,TRUE,39:00.0,59:43.0
u1270,u1270@gmail.com,F,38,Vietnam,FALSE,FALSE,43:00.0,59:43.0
u1271,u1271@gmail.com,F,41,Vietnam,FALSE,FALSE,49:00.0,59:43.1
u1272,u1272@gmail.com,F,37,China,FALSE,FALSE,18:00.0,59:43.1
u1273,u1273@gmail.com,F,16,HongKong/HK,TRUE,FALSE,35:00.0,59:43.1
u1274,u1274@gmail.com,F,48,China,TRUE,FALSE,14:00.0,59:43.1
u1275,u1275@gmail.com,F,49,Vietnam,TRUE,FALSE,26:00.0,59:43.1
u1276,u1276@gmail.com,F,34,HongKong/HK,TRUE,FALSE,42:00.0,59:43.1
u1277,u1277@gmail.com,F,54,HongKong/HK,TRUE,FALSE,46:00.0,59:43.1
u1278,u1278@gmail.com,M,29,U.S.A,FALSE,FALSE,48:00.0,59:43.1
u1279,u1279@gmail.com,F,36,HongKong/HK,FALSE,FALSE,49:00.0,59:43.1
u1280,u1280@gmail.com,F,32,China,TRUE,FALSE,42:00.0,59:43.1
u1281,u1281@gmail.com,F,48,HongKong/HK,FALSE,TRUE,21:00.0,59:43.1
u1282,u1282@gmail.com,F,37,HongKong/HK,TRUE,TRUE,22:00.0,59:43.1
u1283,u1283@gmail.com,F,54,U.S.A,TRUE,FALSE,48:00.0,59:43.1
u1284,u1284@gmail.com,F,54,China,FALSE,FALSE,35:00.0,59:43.1
u1285,u1285@gmail.com,F,38,U.S.A,TRUE,FALSE,13:00.0,59:43.1
u1286,u1286@gmail.com,F,49,Iran/Qatar,TRUE,FALSE,48:00.0,59:43.1
u1287,u1287@gmail.com,F,38,HongKong/HK,TRUE,FALSE,53:00.0,59:43.1
u1288,u1288@gmail.com,F,40,U.S.A,TRUE,FALSE,50:00.0,59:43.1
u1289,u1289@gmail.com,F,44,U.S.A,TRUE,FALSE,34:00.0,59:43.1
u1290,u1290@gmail.com,F,44,U.S.A,FALSE,FALSE,25:00.0,59:43.1
u1291,u1291@gmail.com,F,39,U.S.A,FALSE,FALSE,52:00.0,59:43.1
u1292,u1292@gmail.com,F,37,U.S.A,FALSE,FALSE,35:00.0,59:43.1
u1293,u1293@gmail.com,F,39,China,TRUE,FALSE,43:00.0,59:43.1
u1294,u1294@gmail.com,F,19,Iran/Qatar,TRUE,FALSE,52:00.0,59:43.2
u1295,u1295@gmail.com,F,39,U.S.A,TRUE,FALSE,24:00.0,59:43.2
u1296,u1296@gmail.com,F,47,U.S.A,TRUE,FALSE,49:00.0,59:43.2
u1297,u1297@gmail.com,F,40,U.S.A,FALSE,FALSE,30:00.0,59:43.2
u1298,u1298@gmail.com,F,39,China,FALSE,FALSE,41:00.0,59:43.2
u1299,u1299@gmail.com,F,40,Vietnam,FALSE,TRUE,40:00.0,59:43.2
u1300,u1300@gmail.com,F,47,Vietnam,TRUE,FALSE,47:00.0,59:43.2
u1301,u1301@gmail.com,F,60,Vietnam,TRUE,FALSE,32:00.0,59:43.2
u1302,u1302@gmail.com,F,34,China,TRUE,FALSE,24:00.0,59:43.2
u1303,u1303@gmail.com,F,36,Iran/Qatar,TRUE,FALSE,24:00.0,59:43.2
u1304,u1304@gmail.com,F,20,Saudi,TRUE,FALSE,31:00.0,59:43.2
u1305,u1305@gmail.com,F,38,China,TRUE,FALSE,44:00.0,59:43.2
u1306,u1306@gmail.com,F,54,China,TRUE,FALSE,22:00.0,59:43.2
u1307,u1307@gmail.com,F,34,China,TRUE,FALSE,47:00.0,59:43.2
u1308,u1308@gmail.com,F,40,U.S.A,FALSE,FALSE,38:00.0,59:43.2
u1309,u1309@gmail.com,F,33,HongKong/HK,TRUE,FALSE,32:00.0,59:43.2
